index,sentiment,text
229,Negative,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates
230,Negative,"RT @mikewhitmore: I didn't watch the #GOPDebates tonight, so I was going to ask who won. Then I figured, I did."
231,Negative,"RT @nolatab88: ""@SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to."" I agr…"
232,Positive,RT @alainasmith_: Really impressed with Dr. Carson and Senator Rubio tonight #GOPDebate
233,Negative,"The answer to the most important question of the #GOPDebate is yes, Joe Flacco is, in fact, an elite quarterback. #RavensNation"
234,Negative,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
235,Positive,Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate in history.
236,Negative,"@AmbitiousPaul ""our skin does not make us who we are.. It's our brain""... How is that a sellout? #GOPDebate"
237,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
238,Positive,@loudobbsnews #dobbs #GOPdebates I LIKE @GovMikeHuckabee
239,Negative,Donald Trump's toupee got me feenin for some cotton candy. Mmmm yum. #GOPDebates
240,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
241,Positive,RT @tonibirdsong: I like @RealBenCarson a lot too but wish he had more air time to express his views. #GOPdebates 🇺🇸
242,Positive,Scott Walker's Wisconsin Is Seeing The Fastest Shrinking Middle Class In America http://t.co/zoPokedb8L #GOPDebate #VotersFirst #Trump2016
243,Positive,RT @RepJackKimble: I liked Donald Trump's contention that he literally didn't have enough time not to make fun of Rosie O'Donnell's weight …
244,Negative,RT @NicoleT_E86: @megynkelly @FrankLuntz I used to like you but not anymore. You should read the tweets - you did an awful job tonight. #GO…
245,Negative,"RT @andreagrimes: And here come the candidates, arriving now for #GOPDebate http://t.co/Kk6xBkPajm"
246,Negative,"Chris Christie, shown here swallowing a fly during Thursday's #GOPDebate #OhGodMakeItStop2015 http://t.co/z2VX3CRiDr"
247,Negative,The closed captioning for the #GOPDebate was the best part http://t.co/D0ndRMOa91 http://t.co/8JZ2U7VT5O
248,Negative,RT @OhNoSheTwitnt: [Helen Lovejoy voice] WON'T SOMEBODY PLEASE THINK OF THE CHRISTIANS? #GOPDebate
249,Negative,"Steps to help you understand #KKKorGOP: 1) define rhetoric, 2) consume #GOPDebate rhetoric, 3) spot similarities. https://t.co/lkuHW2NRXs"
250,Negative,Topics left out of #GOPdebate: 5.) The debate was a “gun-free zone.” #GOPTBT
251,Negative,"RT @GayPatriot: Hey @JebBush - American citizenship is NOT a universal human right. 

#NoMoreBushes #GOPDebate"
252,Positive,"""I defunded Planned Parenthood. I created a culture of life."" PP = healthier people, parents &amp; babies &amp; LOWERS no. of abortions. #GOPDebates"
253,Negative,.@instagram Y’all taking down the @DreamDefenders account for criticizing the #GOPDebate is some bullshit.
254,Negative,"RT @kumailn: ""We have the military for a reason. To fuck shit up!!!"" #GOPDebate"
255,Negative,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
256,Negative,"RT @StevenSinger3: #BATSask if Scott Walker's ""Pro-life"" stance covers school kids, too? http://t.co/39ZRoENv9K #GOPDebate"
257,Negative,"Dear Dr. Ben Carson, you, Sir need a labotomy #GopDebates"
258,Negative,#GOPDebate Ben Carson not the first to use half-brain removal during brain surgery-- evidence on Capital Hill someone beat him to it--HA!
259,Negative,"RT @MattyIceAZ: Rand Paul claims ""We didn't create ISIS.""
Jeb Bush interrupts, ""We didn't, but my brother did.""
#GOPDebate"
260,Positive,Ted Cruz and Carly RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016
261,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
262,Negative,RT @aaronjacksond: I am legitimately scared that any of those GOP candidates think they can be president. I fear for my country. #GOPDebate
263,Negative,RT @AmyMek: Now @foxnews has @DWStweets on bashing our Candidates! This Devil says it's Okay to Kill a 7 lb. Baby Just Seconds before birth…
264,Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 10) Gov. Kasich = A rising star in republican politics, Shows strong leadership, Will definitel…"
265,Negative,"More #KellyFailed @marklevinshow 
#GOPDebate 
https://t.co/NHVRaKPt8T"
266,Positive,RT @EightDotters: I just took a stroll through #GOPDebate hashtag. Have spit loads of coffee laughing. Good form progressives. (@djmorrison…
267,Negative,"RT @SupermanHotMale: Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates"
268,Positive,RT @2013_Tiffany: #Rubio seems to be the only candidate actually saying HOW he's going to get things done #GOPDebate #Rubio2016
269,Negative,#WishfulThinking! #GOPDebate showed quite plainly how NOT prepared any of those men (+1 woman) are 2 lead nation. https://t.co/VemeQVlmvI
270,Negative,"#GOPDebate
Cands/Mods: Trump, you can't run independent! We'll lose!
Me: Your last pick said http://t.co/c2r0qZdexv was a real live person."
271,Negative,"Topics left out of #GOPDebate: 3.) Despite its centrality to so many important issues, economic inequality was not mentioned once. #GOPTBT"
272,Negative,"Have any of these politicians pimping #CommonCore actually tried to teach that curriculum? Ask any teacher, it's ridiculous! #GOPDebates"
273,Positive,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"
274,Negative,"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c…"
275,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates"
276,Negative,RT @TheBardockObama: Is this a debate or a comedy central roast? #GOPDebate
277,Negative,RT @Urza83: @POTUS just watched the #GOPDebate  He got a good laugh. #UniteBlue #LibCrib #TYT #tcot #topprog #p2 #TNTweeters http://t.co/Aj…
278,Negative,How dare @megynkelly ask @realDonaldTrump his history of being a male chauvinist! Do we expect our president to have integrity?! #GOPDebate
279,Negative,"RT @FabulousMissEm: Man, Republicans really hate women. #GOPDebate"
280,Negative,RT @Lattisaw: No minority in their right mind should be voting for anyone of these #GOP candidates! They don't have a clue about our issues…
281,Negative,"RT @CtConserv1: #MegynKelly was awful, no wonder her ratings are tanking. #GOPDebate  https://t.co/dyQzeU0MO3"
282,Positive,RT @mjtbaum: GOD is making an appearance at the #GOPDebate? This should be good...
283,Negative,"RT @AnneBayefsky: .@RealBenCarson: Skin &amp; hair don’t make people who they are. As a neurosurgeon, I operate on who they are. #GOPDebate"
284,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
285,Positive,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
286,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
287,Negative,"RT @stephenstephan: Paul, collect more records from terrorists but less from Americans. 4th amendments.  Warrants mean something. #BigHugs …"
288,Negative,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB"
289,Negative,"Reagan: Trust but verify

Obama: Trust but vilify

Huckabee: Trust but deepfry

#GOPDebates #tytlive"
290,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
291,Positive,Huckster is on fire! I'm starting to think he's really interested in running for president...for the first time. #GOPDebates #tcot #TLOT
292,Positive,RT @thebighoot: @jan4usa @CarlyFiorina impressive #GOPDebate
293,Negative,"#GOPDebate winners :Cruz &amp; Carly . Also Rubio, Walker , Jindal . Extremely disappointed in @megynkelly and Chris Wallace . @BretBaier OK"
294,Positive,I like what Marco Rubio had to say at the beginning actually. #GOPdebate
295,Positive,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
296,Negative,how can republicans still be republicans after watching the #GOPDebate ? tbh I'd run as far away from that party as possible
297,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
298,Positive,"@PamelaGeller @AnnCoulter Kim/Kanye are great examples of Hillary's ""useful idiots"" that @RealBenCarson was referring to in #GOPDebate ."
299,Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 4) Marco Rubio = Strong leadership, Great answers, real ideas &amp; solutions, super presidential. …"
300,Positive,RT @politicoroger: Donald Trump just tweeted that his jet has landed in Cleveland. The earth moved. #GOPDebate http://t.co/LBef8189yB
301,Negative,"RT @SwayzeGuy: #FoxNews hosts were fist bumping each other after the #GOPDebate was over. Megyn ""Crowley"" was particularly proud of herself…"
302,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
303,Negative,RT @Jerry_Holbert: Refreshing. #GOPDebates http://t.co/45eM0dXrzs http://t.co/O5W4sC7uF7
304,Positive,"To me, the real winner of last night #GOPDebate was @megynkelly. #MegynKelly"
305,Negative,Do we really want someone like this in office? #GOPDebate #BC2DC16 #Trump http://t.co/Jb53bAGNhn
306,Negative,@AlPal_23 wins snapchat #GOPDebate http://t.co/1XWxEygYIC
307,Negative,"Politics in USA is a joke. Need rim shots for comments, hook &amp; gong. Absofuckinglutely reduculous. Turned into reality tv show #GOPDebate"
308,Negative,"RT @KaivanShroff: Wow. Beyond delusional...like I think literally zero people, even the most conservative, would agree #GOPDebate  https://…"
309,Negative,RT @zellieimani: White supremacist org Council of Conservative Citizens Platform on immigration. Sound familiar? #KKKorGOP #GOPDebate http:…
310,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
311,Negative,"The winners of the GOP Debates: Kasich,  Fiorina, Clinton, Sanders, O'Donnell, and Kelly. #GOPDebate"
312,Negative,"RT @shannonrwatts: Over past 10 years, U.S. military has endured suicide epidemic among troops; more than 2/3 of deaths involved guns #GOPd…"
313,Negative,Sky News has some biased advisor talking instead of commercial breaks. Really?! #GOPdebates #shutup
314,Positive,I like him for that slam #Trump #GOPDebates https://t.co/Df1aEfuVGj
315,Negative,"We need a ""Donald Trump Red Zone"" for these #GOPDebates...it just show us the parts where he speaks."
316,Negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…"
317,Positive,RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates
318,Negative,RT @pattonoswalt: Donald Trump's views on immigration are based solely on the first 8 minutes of SCARFACE. #GOPDebate
319,Positive,It's a beautiful night in #Hollywood! If you've been watching the #GOPdebates and playing… https://t.co/HMPJwnCESe
320,Negative,RT @katiecouric: Cooper seems to be losing interest. #GOPDebate http://t.co/fWqSaIEbkR
321,Negative,RT @lizzwinstead: WE SHOULD BE ABLE TO CALL WOMEN PIGS AND WHORES MORE. WE HAVE TO TAKE AMERICA BACK! #GOPDebate
322,Negative,The perfect remedy for a #GOPDebate hangover is to #FF @1Brian @kendracp @tracywilson @jimmy_dore @wherevermag @SarahBurris @AuthorKimberley
323,Negative,RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates
324,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
325,Negative,"RT @AlexSamuelsx5: So, there's 45 minutes left in the debate and I haven't heard anything about police brutality, mass incarceration, or ra…"
326,Positive,.@CarlyFiorina Shows How to Push Back Against Matthews on @Hardball #msnbc #mediabias #GOPDebate  http://t.co/mA5onTHRIo
327,Negative,"@realDonaldTrump Whine, whine, whine, boo-hoo I got hard questions 😩#GOPDebate"
328,Negative,"Lets play the ""What's worse"" game. What's worse? 1. @realDonaldTrump calls Rosie fat 2. Clinton sleeps w/intern  R/T if u pick 2. #GOPDebate"
329,Negative,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
330,Positive,"RT @Writeintrump: To prove I'm a good sport, I'm giving all the losers of tonight's #GOPDebate The Apprentice board game to take home. http…"
331,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
332,Negative,"RT @laurenreeves: ""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"
333,Positive,Loved that Carly Fiorina said one of her first two phones would be to Bibi in Israel.  #GOPDebates
334,Negative,"Fox News keeps hammering, according to plan, how great Carly Fiorina was last night—but I don't remember a word she said. #GOPDebate"
335,Negative,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
336,Negative,"'Political Correctness' is a vile term, and people who invoke it as a slur are cowards. #GOPDebate http://t.co/n8pu1zOVBh"
